Time,SSS-RSRP,SSS-RePower
06:17.5,-137.1,-114.9
06:19.7,-132.7,-104.3
06:19.8,-82.7,-87.1
06:19.9,-122.7,-106.4
06:21.9,-124.2,-104.4
06:27.4,-126,-118.9
06:27.9,-107.9,-98.5
06:28.0,-109.2,-104.2
06:28.0,-116.5,-104.9
06:31.1,-124.1,-106
06:33.3,-102.2,-101.4
06:33.4,-126.9,-94.5
06:33.4,-124.3,-101.4
06:33.5,-131.2,-116.4
06:35.7,-130.1,-120.3
06:40.5,-129.9,-102.5
06:40.6,-128.3,-107.4
06:40.7,-106.2,-102.3
06:41.9,-126.1,-121.1
06:42.0,-118.4,-113.5
06:42.1,-126.8,-119.6
06:48.5,-118.5,-101.2
06:48.5,-107.5,-105.3
06:48.6,-125.7,-106.1
06:51.3,-129.8,-119.3
06:51.4,-124.5,-119.2
06:53.1,-132.2,-117.2
06:54.7,-101.7,-93.9
06:54.7,-107.7,-105.8
06:54.8,-94.5,-93.9
06:56.9,-129.4,-109.7
06:56.9,-126.9,-118.6
06:57.0,-131.1,-119
07:00.2,-130.9,-102.7
07:00.3,-90.6,-90.4
07:00.4,-108,-105.8
07:03.9,-119,-116.3
07:04.2,-127.3,-115.9
07:05.2,-127.5,-108.8
07:05.3,-126.5,-117.7
07:06.6,-102.8,-90.5
07:06.6,-127,-102
07:06.7,-108.8,-102
07:09.9,-125.5,-105.2
07:11.8,-106.5,-103.7
07:11.9,-126.7,-106.9
07:11.9,-126.9,-107.4
07:12.6,-129.3,-120.1
07:12.7,-135.3,-120.1
07:13.2,-133.8,-119.4
07:14.1,-118.3,-114.7
07:19.3,-132.7,-120.2
07:20.6,-135.2,-123.7
07:20.7,-125.3,-118.9
07:21.1,-112.9,-102.2
07:21.2,-98.7,-90.7
07:22.0,-121.1,-115.1
07:24.8,-123.3,-118.2
07:24.9,-136.1,-120.4
07:27.0,-88.7,-89.9
07:27.1,-100.7,-89.9
07:27.1,-100.3,-91.4
07:27.2,-134.1,-114.7
07:27.2,-89,-90
07:32.6,-113.9,-92.1
07:34.4,-106.4,-76.8
07:34.5,-77.1,-78.2
07:34.6,-89.6,-91.1
07:34.7,-130.3,-119.2
07:34.8,-130.8,-114.7
07:37.5,-135.4,-115.2
07:37.6,-133.4,-117.8
07:37.7,-123.1,-117.8
07:39.5,-123.3,-118.6
07:40.8,-124.6,-114.2
07:40.9,-132.8,-112.8
07:42.7,-134,-119.7
07:44.0,-76.3,-76.1
07:44.1,-70.2,-73.1
07:44.2,-127,-118.8
07:44.3,-112.5,-113.3
07:44.8,-124,-115.1
07:47.8,-128.5,-119
07:49.6,-125.8,-121.5
07:49.7,-136.3,-123
07:49.9,-125.7,-120.7
07:52.0,-103.3,-77.9
07:52.1,-105.6,-71.3
07:52.2,-80.1,-80
07:53.7,-134.8,-119.4
07:53.7,-135.8,-121.2
07:53.8,-132.1,-119.7
07:54.6,-134.5,-121.1
07:56.3,-123.4,-119.2
07:56.4,-138.9,-122.8
07:56.7,-127.9,-115.7
07:58.9,-96.1,-79.4
07:59.0,-72.8,-72.2
07:59.7,-120.8,-114.5
08:02.3,-125.7,-117
08:02.6,-136.1,-112.4
08:02.7,-129.7,-121.8
08:05.1,-128.9,-119.2
08:05.8,-93.2,-69.2
08:05.9,-107,-79.6
08:07.3,-109.6,-112.6
08:07.4,-130.4,-116.7
08:08.8,-131.7,-120.7
08:12.2,-136.6,-119.6
08:12.6,-97.6,-87.1
08:12.7,-99.7,-83.2
08:12.9,-137.8,-119.3
08:13.0,-123.3,-120.3
08:16.6,-134.5,-120.7
08:18.3,-99.8,-92.1
08:18.4,-99.6,-92.1
08:19.3,-121,-119
08:20.1,-135.9,-121.8
08:20.2,-113.9,-113.7
08:24.1,-102.6,-99.1
08:24.7,-98.1,-89.5
08:24.8,-123,-97.1
08:28.6,-124.2,-116.9
08:28.7,-126.5,-120.5
08:31.2,-91.2,-91.9
08:31.3,-112.7,-92.7
08:31.4,-117.6,-91.9
08:34.6,-135.5,-121.8
08:34.9,-117.2,-112.5
08:35.0,-132.4,-121.2
08:37.3,-115.8,-106.5
08:37.4,-108.2,-106.5
08:40.9,-137.7,-123.4
08:41.0,-114.2,-114.1
08:43.3,-129.5,-120.1
08:44.0,-110.2,-103.9
08:44.1,-105.3,-104.3
08:46.5,-137.6,-122.3
08:48.3,-136,-114.2
08:48.4,-138.1,-119.6
08:50.6,-108.8,-105.8
08:50.7,-131.5,-100
08:50.9,-124.2,-105.3
08:55.9,-135.5,-116.2
08:55.9,-134.6,-117.8
08:56.0,-117.4,-117.8
08:58.6,-121.2,-111
09:01.5,-127,-106.1
09:01.6,-116.9,-105.9
09:05.2,-106.4,-108
09:05.3,-125.5,-107.9
09:05.4,-126.4,-122.5
09:10.4,-131.4,-122.5
09:10.5,-118,-104.9
09:10.6,-116.4,-104.9
09:17.6,-122.2,-115.2
09:17.7,-120,-112.4
09:17.8,-135.2,-115.2
09:24.5,-130.8,-108.6
09:32.0,-121.4,-110.3
09:32.2,-102.3,-104.1
09:32.4,-105.2,-103.2
09:33.6,-98.7,-96
09:33.7,-114.3,-105.9
09:35.6,-112.7,-94.3
09:35.7,-116.8,-107.1
09:35.7,-113.6,-94.3
09:39.2,-113.9,-111.1
09:39.6,-120.2,-108.3
09:41.3,-125.7,-108.3
09:41.4,-100.6,-97.6
09:43.0,-119.8,-108.5
09:43.0,-116.5,-107.1
09:43.1,-132.7,-108.5
19:09:44,-119,-106.8
09:45.4,-119.2,-91.5
09:45.5,-107.5,-106.9
09:45.6,-113,-106.1
09:47.4,-119,-108.5
09:48.1,-105.3,-104.7
09:48.1,-104.9,-104.7
09:48.2,-123.9,-96.5
09:50.3,-116.7,-105.8
09:51.4,-98.9,-95.9
09:51.5,-99.3,-95.9
09:54.2,-106.2,-105.9
09:54.5,-123.1,-114.8
09:55.1,-130.8,-121.7
09:58.0,-120,-105.9
09:58.6,-107.5,-105.4
09:58.7,-108.8,-105.4
09:58.8,-107.1,-105.4
09:59.9,-116.2,-103.8
10:00.9,-105.9,-105.7
10:01.7,-129.4,-115
10:01.9,-112.8,-100.8
10:02.0,-128.2,-100.8
10:02.0,-129.6,-97.3
10:03.8,-133.5,-109.3
10:05.2,-103.2,-99.9
10:05.3,-130.6,-98.5
10:05.3,-108.9,-99.9
10:06.0,-125.3,-108.3
10:07.0,-129.6,-116.4
10:07.4,-114.1,-98.1
10:08.3,-100.9,-103
10:08.4,-126.7,-103
10:08.5,-102.3,-102.2
10:09.5,-109.2,-94.7
10:10.4,-134,-101
10:10.5,-118.2,-104
10:10.6,-116.3,-112.2
10:11.4,-116.2,-112.4
10:12.7,-119.8,-103.3
10:13.6,-120,-116.2
10:13.9,-131.1,-107.9
10:13.9,-112.8,-111.3
10:14.1,-108.5,-109
10:14.4,-124,-120.3
10:15.5,-110,-105.2
10:16.4,-127.1,-98.4
10:17.6,-116.8,-101.1
10:17.6,-127.3,-101.1
10:17.7,-132.1,-108.9
10:18.4,-112.6,-106.5
10:18.9,-128.7,-116
10:21.4,-127.9,-106.5
10:21.5,-111.5,-109.5
10:21.6,-117.3,-109.5
10:22.6,-119.8,-100.1
10:22.9,-107.8,-100.5
10:23.4,-120.2,-113.3
10:24.8,-132.2,-113.4
10:25.9,-113.2,-105.5
10:25.9,-124.3,-113.2
10:26.0,-110.6,-113
10:27.6,-127.9,-115
10:27.7,-110.2,-111.7
10:28.5,-114.2,-107.4
10:29.6,-106.6,-109
10:30.5,-135.1,-101
10:30.6,-119.6,-104.5
10:31.1,-126.3,-109.6
10:31.8,-99.7,-95.6
10:31.9,-107.4,-102.3
10:31.9,-105,-100.3
10:33.8,-100.8,-100.5
10:34.9,-124.5,-116.7
10:35.1,-104.2,-99.6
10:36.9,-110.5,-110.5
10:37.1,-122.5,-109.2
10:37.9,-118.2,-98.8
10:38.0,-123.6,-98.4
10:39.4,-94.7,-94.3
10:41.1,-103.3,-100.3
10:42.3,-128.2,-110.6
10:42.4,-126.3,-105.2
10:42.5,-127.7,-108.8
10:43.2,-107.1,-105
10:44.1,-127,-115.1
10:45.2,-105.3,-100.7
10:45.3,-102.4,-98.8
10:45.4,-130.1,-98.6
10:46.5,-128.8,-115.9
10:48.0,-101,-100.9
10:48.1,-134.5,-100.9
10:48.2,-104.8,-98.9
10:49.5,-133.5,-118.8
10:50.6,-93.7,-96.5
10:51.7,-128.5,-104.2
10:52.9,-114,-97.4
10:53.0,-110.5,-103.2
10:54.5,-109.7,-106.9
10:55.4,-96.3,-96.7
10:56.1,-114.5,-107.6
10:56.2,-132.9,-106.1
10:56.3,-125.8,-95.8
10:58.1,-120,-111.8
11:00.2,-129,-116.7
11:01.2,-113.3,-95.8
11:02.9,-103.7,-103
11:03.3,-130.2,-106.7
11:03.4,-130.5,-92.6
11:05.0,-112.5,-108.5
11:07.1,-122,-104.9
11:07.2,-115.6,-109
11:08.3,-117.7,-113.8
11:10.3,-118.2,-111.1
11:10.5,-105.1,-103.9
11:11.0,-122.1,-110.4
11:12.9,-126.2,-116.8
11:13.0,-110.2,-106.4
11:13.1,-110.5,-106.4
11:13.4,-123.1,-99.4
11:14.1,-124.1,-116.6
11:16.2,-112.9,-107.1
11:17.0,-118.3,-115.8
11:19.3,-100,-97.6
11:19.4,-119.2,-99.7
11:19.4,-112.5,-100.1
11:21.5,-108.2,-106.7
11:22.7,-109,-95.4
11:22.8,-103.7,-102.5
11:23.3,-102.9,-98.3
11:23.4,-103.2,-101.5
11:25.5,-132.6,-106.5
11:25.8,-109.6,-103.3
11:25.8,-109.8,-92.2
11:25.9,-106.9,-103.7
11:27.1,-112.8,-109.3
11:27.2,-116.8,-109.4
11:27.9,-132.1,-101.4
11:28.0,-112.4,-104.1
11:28.7,-127.2,-102.7
11:31.3,-109.9,-91.1
11:31.7,-111.4,-109.5
11:31.8,-100.8,-99.7
11:31.9,-89.7,-92.4
11:32.0,-110.6,-92.4
11:35.1,-110.5,-105.3
11:35.2,-133.8,-104.9
11:36.0,-115.7,-104.9
11:37.4,-126.4,-103.9
11:37.5,-114,-109.7
11:37.8,-124.1,-111.2
11:38.2,-114.6,-110.1
11:38.4,-113.6,-111.5
11:38.5,-128.6,-104.9
11:40.6,-110.9,-108.5
11:41.6,-129.3,-95.7
11:41.7,-122.6,-95.7
11:42.9,-96,-95.4
11:43.0,-113.7,-111
11:43.3,-125.4,-104.7
11:45.1,-126,-111.9
11:45.2,-123.1,-112.6
19:11:46,-133.6,-113.9
11:48.3,-116.5,-114.2
11:48.5,-112.5,-112.2
11:49.2,-111.7,-109.5
11:49.3,-112.3,-104.3
11:50.4,-130.6,-108
11:52.5,-104.5,-104.4
11:52.6,-112.9,-112.2
11:53.0,-117.2,-113.5
11:53.1,-120.7,-111.6
11:54.9,-105.6,-108.4
11:56.2,-121.3,-110.5
11:56.3,-111,-110.1
11:57.2,-122.5,-112.8
11:57.5,-107.9,-105.7
11:57.6,-128.1,-105.7
11:58.4,-110,-110.4
11:58.5,-128,-110.4
11:59.5,-109.1,-108.5
12:01.4,-132.5,-103.4
12:01.5,-115.6,-113
12:01.6,-127.2,-112.6
12:03.1,-129.7,-102.6
12:03.8,-135.2,-120.1
12:03.9,-118.1,-115
12:04.1,-105.3,-104.7
12:04.2,-134.6,-116.2
12:05.1,-135.9,-115
12:06.8,-121.5,-117.3
12:07.0,-112.5,-104.6
12:07.1,-118.5,-103.7
12:07.1,-115.8,-109
12:07.2,-121.5,-116.7
12:08.8,-102.4,-102.1
12:10.0,-120.8,-115.8
12:10.1,-130.7,-117.9
12:10.1,-113.1,-112.8
12:12.1,-120.2,-117.1
12:12.4,-129.8,-115.5
12:12.4,-135.8,-115.6
12:12.6,-132.9,-115.9
12:13.4,-131.8,-113.6
12:14.2,-132.1,-115.6
12:15.1,-123.1,-97.4
12:15.2,-112.4,-109.9
12:15.4,-136.3,-113.6
12:16.4,-113.8,-113.2
12:16.5,-103.6,-103.3
12:16.6,-125.5,-116.4
12:16.8,-134.1,-114.2
12:16.9,-115.9,-113.4
12:18.3,-118.3,-115.3
12:19.8,-126.3,-107
12:20.5,-136.7,-114
12:20.6,-117.3,-115.9
12:20.7,-127,-110.4
12:21.5,-97.6,-97
12:21.6,-122.8,-109.6
12:21.7,-123.8,-104.7
12:22.0,-101.2,-100.9
12:22.1,-110.4,-110.1
12:22.4,-109.2,-107.9
12:23.8,-108.5,-105.8
12:24.7,-133.1,-115.3
12:25.6,-100.8,-100.8
12:25.7,-138.1,-114.7
12:25.8,-117.8,-116.3
12:26.1,-134.4,-114.2
12:26.7,-135.7,-118.3
12:26.8,-119.9,-118
12:27.5,-121.1,-100.3
12:27.6,-119.9,-100.3
12:27.7,-111.5,-104.5
12:28.7,-137.4,-109.8
12:28.8,-102.3,-102.3
12:29.3,-113.7,-111.8
12:31.3,-137.4,-115.6
12:31.4,-118.9,-116
12:31.5,-133.9,-116.8
12:31.7,-125.8,-110
12:31.8,-112.8,-105.4
12:32.0,-131.8,-105.6
12:33.2,-120.8,-97.8
12:34.8,-133.9,-118.4
12:34.9,-126.7,-104
12:35.0,-131.3,-112.6
12:36.4,-131.1,-110.1
12:37.5,-108.8,-110.1
12:37.6,-116.9,-111.2
12:37.6,-118.5,-107.5
12:37.7,-117.8,-107.5
12:38.3,-131.6,-111.2
12:39.3,-127.3,-106.4
12:39.5,-130.4,-115.6
12:39.6,-131.6,-107.8
12:41.5,-105.3,-103.6
12:42.3,-106,-104.9
12:42.4,-131.6,-115.8
12:42.6,-118.9,-115.1
12:43.5,-115,-114.4
12:43.6,-114.7,-113.5
12:43.9,-108.9,-106.6
12:44.0,-97.7,-96.9
12:44.1,-122.1,-107.3
12:45.4,-133.3,-114.1
12:45.5,-133.5,-114.1
12:45.8,-117.1,-113.4
12:46.8,-110.5,-109
12:47.7,-106.2,-107.5
12:47.8,-119.4,-114.7
12:47.9,-116.4,-105.8
12:49.0,-129.1,-112.3
12:50.6,-110.3,-107.2
12:50.7,-123.7,-107.2
12:50.7,-127.9,-107.1
12:50.8,-107.8,-107
12:51.0,-116.4,-115.4
12:52.1,-119.2,-116.5
12:52.5,-133.8,-115
12:53.8,-131.6,-112.9
12:54.4,-102.3,-102
12:54.5,-134.2,-105.8
12:55.5,-115.9,-110.9
12:57.3,-121.7,-118
12:57.4,-126.8,-106.5
12:57.8,-119,-117.1
12:57.9,-111.1,-110.8
12:58.3,-117.7,-114.7
12:59.9,-109.7,-107
13:00.0,-131,-107.1
13:00.1,-127.4,-108.9
13:01.6,-122.6,-117.2
13:02.0,-121.8,-115.3
13:02.3,-113.7,-113.1
13:04.2,-134.5,-114.2
13:04.4,-118.2,-115.1
13:04.8,-130.4,-116.1
13:05.3,-121.2,-101.8
13:05.4,-114.7,-108
13:05.5,-106.3,-105.1
13:06.7,-118.3,-110.6
13:06.8,-131.9,-107.9
13:07.1,-113.2,-110.1
13:08.2,-109.8,-109.4
13:09.0,-105.8,-104.8
13:09.2,-131.9,-118.7
13:09.5,-119.5,-104.7
13:09.6,-119.7,-96.9
13:10.3,-118.5,-114.5
13:11.2,-122,-113.7
13:11.3,-137.8,-110
13:11.3,-119.3,-113.7
13:12.8,-126.6,-106.7
13:13.1,-128,-106.4
13:13.1,-131.8,-111.8
13:14.0,-131.6,-113.3
13:15.3,-120.8,-118.2
13:16.4,-116.5,-105.3
13:16.5,-111.1,-109.7
13:16.6,-131.4,-115.1
13:17.5,-131.3,-106.6
13:17.5,-114,-111.2
13:17.6,-125.3,-106.5
13:17.6,-116.2,-111.2
13:18.2,-113.1,-112.3
13:19.9,-121.9,-115.8
13:20.4,-109,-109.2
13:20.5,-118.1,-113.8
13:20.9,-133.8,-114.9
13:21.7,-133.9,-114.7
13:21.8,-110.7,-109.2
13:22.4,-111.8,-109.2
13:23.4,-114.4,-112.8
13:24.5,-120.9,-104.8
13:25.0,-114.3,-96.6
13:25.4,-109.2,-108.8
13:26.4,-127.1,-119.2
13:26.5,-126.2,-117.3
13:28.4,-108.9,-108.2
13:28.7,-104.3,-103.8
13:28.8,-118.6,-116.9
13:29.5,-94.9,-94.8
13:29.6,-121.7,-109
13:31.3,-118.5,-104.6
13:31.6,-139.6,-120
13:32.2,-122.1,-109.2
13:33.4,-120.1,-114.7
13:33.6,-125.8,-115.1
13:34.6,-122.7,-118.4
13:35.1,-121.5,-101
13:36.4,-117.8,-117.5
13:36.5,-124.2,-106.4
13:37.1,-102.1,-101.3
13:38.1,-133.6,-120.3
13:39.0,-114.7,-106.4
13:41.2,-125.1,-102.7
13:41.4,-97.3,-99.8
13:41.6,-113.5,-105.6
13:41.9,-136.4,-121
13:42.7,-101.7,-99.7
13:44.7,-110,-109.1
13:45.5,-106.3,-105.9
13:45.8,-129.1,-117.5
13:45.9,-123.1,-115.5
13:46.8,-118.5,-98.6
13:48.6,-103.6,-100.7
13:50.0,-121.6,-107.3
13:50.1,-110.1,-107.2
13:50.3,-114,-110.7
13:52.2,-131.2,-117.6
13:52.7,-128.7,-121.3
13:54.9,-132.9,-121.8
13:55.6,-119.7,-112.4
13:56.3,-127,-110.7
13:56.8,-123.4,-120
13:57.8,-106.3,-105.5
13:57.9,-112.3,-102.2
13:59.0,-129.2,-115.1
13:59.1,-117.5,-101.3
14:01.0,-134.5,-121.3
14:01.2,-117.9,-116.9
14:02.8,-118.6,-101.5
14:02.9,-111,-107.3
14:04.4,-113.1,-110.4
14:04.5,-101.2,-101
14:04.5,-108.3,-106.3
14:05.3,-123.6,-118.9
14:06.5,-106.8,-105.9
14:07.6,-112.6,-108.2
14:07.7,-116.5,-107.1
14:08.2,-114.6,-112.8
14:08.5,-138.1,-120.9
14:08.8,-135.9,-121.8
14:10.3,-105.5,-104.9
14:11.8,-137.5,-122
14:11.9,-121.6,-110
14:12.0,-116.8,-106.9
14:13.0,-121.1,-107.6
14:13.1,-107.3,-105.8
14:13.9,-106.7,-104.9
14:14.6,-133.3,-122.6
14:18.0,-103,-103.7
14:18.3,-127.3,-113.3
14:18.9,-117.2,-107
14:19.0,-133.4,-113.5
14:19.2,-94.3,-94.2
14:19.3,-128.3,-106.6
14:19.8,-103.7,-100.8
14:19.9,-95.2,-93.9
14:20.2,-113.2,-105.5
14:20.8,-132.5,-115
14:21.9,-115.5,-109.9
14:24.4,-130.7,-120.8
14:25.4,-130.9,-105.6
14:25.5,-117.5,-114
14:25.5,-99.1,-99.2
14:25.6,-98.7,-87.3
14:25.7,-94.1,-90.9
14:25.8,-93.7,-87.3
14:26.7,-119.5,-114.2
14:26.8,-124.3,-116.2
14:27.7,-111.6,-95.7
14:28.8,-115.7,-97.7
14:29.3,-107.8,-106.1
14:29.4,-110.7,-108.7
14:29.9,-128.6,-119.4
14:31.3,-123.2,-110.8
14:32.0,-110.3,-106.5
14:32.6,-128.7,-116.2
14:32.8,-108.3,-106.6
14:32.9,-122.5,-105.9
14:33.7,-112.2,-108.6
14:34.6,-125.7,-102.6
14:36.7,-130.1,-118.9
14:36.9,-126.3,-117.6
14:38.6,-81.6,-83.9
14:39.3,-104.7,-97.8
14:39.4,-129,-118.5
14:39.5,-96.1,-93.9
14:40.5,-116.1,-91
14:41.2,-100.7,-101.1
14:41.3,-104.8,-100.7
14:42.6,-108.9,-100
14:44.0,-137.7,-119.5
14:44.2,-137.7,-119.9
14:44.7,-118,-99.4
14:46.5,-120.3,-117
14:47.0,-103.5,-103.3
14:48.3,-110.9,-97
14:48.5,-107.8,-90.3
14:49.4,-134.4,-120.3
14:49.5,-137.6,-119.5
14:50.3,-98.1,-95.2
14:51.5,-88.4,-84.7
14:51.6,-69.3,-68
14:51.8,-81.9,-83.6
14:53.0,-95.4,-81.1
14:54.1,-103.5,-95.8
14:54.2,-99.9,-94.4
14:54.3,-136.6,-121.4
14:55.8,-124,-117.5
14:57.9,-126,-118.9
14:58.5,-92.1,-79
14:59.7,-136.9,-121.5
15:00.3,-117.1,-97.5
15:00.5,-102.9,-99.9
15:00.6,-103.2,-97
15:02.2,-106.8,-92.8
15:04.3,-136.1,-121.2
15:04.6,-101.1,-91.7
15:04.7,-104.5,-91
15:05.1,-103.7,-99.1
15:05.2,-100.8,-92.7
15:05.4,-102.9,-98.6
15:05.9,-116.3,-107.2
15:06.0,-132.1,-109.6
15:06.7,-134,-119.7
15:07.6,-121.4,-109.2
15:08.8,-93.2,-92.9
15:08.9,-121.3,-100.4
15:09.7,-127,-120.4
15:11.0,-102.8,-97
15:11.6,-136.9,-119.1
15:12.5,-101,-92.6
15:13.3,-112.3,-87
15:15.3,-126.2,-118.5
15:15.8,-128.3,-111.9
15:17.0,-96.6,-95.3
15:17.3,-101.9,-81.4
15:17.4,-82.5,-81.4
15:18.2,-121.4,-95.3
15:18.6,-103.2,-102.3
15:19.4,-103.4,-102.6
15:19.9,-121.7,-90.7
15:20.0,-101.3,-98.2
15:20.6,-130.4,-120.5
15:20.8,-106,-106
15:21.8,-92.1,-89.8
15:21.8,-87.6,-86.2
15:21.9,-92.1,-83.3
15:22.8,-97,-69.8
15:23.6,-102.2,-85.5
15:23.9,-118.6,-116.8
15:24.8,-132.2,-106.7
15:26.5,-120,-112
15:26.7,-92.5,-85.8
15:26.8,-117.4,-116
15:26.8,-95,-92.2
15:27.5,-128,-118.7
15:28.5,-118.6,-113.8
15:29.4,-102.5,-102.2
15:29.6,-114.9,-108.8
15:29.9,-95.9,-88.8
15:30.1,-132.9,-121.5
15:30.5,-100.1,-100.9
15:30.6,-130.6,-97.3
15:31.2,-117.6,-116.3
15:31.9,-121.6,-113.6
15:32.0,-80,-76.4
15:32.1,-85.5,-86.9
15:32.8,-113.4,-112.6
15:32.9,-111.4,-111
15:34.1,-128.9,-121.4
15:35.6,-129.9,-121.7
15:36.4,-111.8,-109.5
15:37.1,-132.9,-120.4
15:37.2,-117.4,-113.1
15:37.8,-102.1,-87.5
15:37.8,-105.5,-85.3
15:37.9,-81.6,-79
15:38.9,-91.7,-79.2
15:39.1,-100.3,-79.2
15:40.3,-136.2,-120.9
15:40.5,-136.4,-119.9
15:41.2,-126.7,-111
15:41.9,-108,-107.1
15:42.0,-112.4,-111.3
15:42.1,-111.8,-111.3
15:42.7,-112.8,-111.5
15:43.9,-129.5,-121
15:44.5,-100.8,-90.2
15:44.6,-98.9,-94.2
15:44.8,-91.1,-89.8
15:45.4,-130.3,-121.8
15:45.4,-133.4,-111.5
15:45.5,-122.6,-101
15:45.8,-86.6,-87.1
15:46.3,-122,-118.8
15:47.1,-107.7,-107.5
15:48.3,-109.2,-91.8
15:48.8,-83.3,-86.1
15:49.0,-117.3,-114.1
15:49.7,-89.8,-87.4
15:51.3,-138.1,-120.2
15:51.5,-116.2,-115.3
15:51.9,-113.1,-90.8
15:52.0,-116.1,-89.1
15:52.2,-113,-111.7
15:52.4,-119.3,-108.7
15:52.5,-124.1,-107.6
15:53.1,-122.5,-106.5
15:54.3,-104.8,-105.5
15:54.5,-118.9,-117.1
15:54.7,-133.6,-113.2
15:55.6,-118.8,-113.2
15:56.8,-128.7,-121.6
15:57.0,-135.5,-119.9
15:57.6,-132.6,-115.6
15:57.6,-121.2,-114.4
15:57.7,-122.6,-113.1
15:59.0,-118.5,-104.7
15:59.1,-120.3,-92.6
15:59.2,-105.2,-106.8
15:59.4,-115.6,-114
15:59.7,-113,-98.7
15:59.8,-117.9,-110.3
16:00.1,-125.7,-106.8
16:00.3,-129.8,-122.2
16:00.7,-121.1,-106
16:01.6,-121.2,-116.3
16:02.8,-96.1,-97.2
16:03.3,-102.3,-102.6
16:04.7,-131.6,-116.9
16:05.6,-106.2,-105.5
16:05.9,-125.8,-99.1
16:06.0,-131.4,-106
16:06.1,-101.4,-101
16:06.3,-114,-113.2
16:06.8,-125.5,-115.3
16:07.7,-120.2,-108.2
16:07.8,-116.7,-108.8
16:07.9,-128.7,-101
16:08.8,-122.2,-111.6
16:09.5,-114.7,-88.3
16:10.3,-131.2,-114.3
16:10.4,-119.2,-114.5
16:10.6,-130.7,-117.5
16:10.7,-131.8,-113.7
16:11.7,-119.5,-97.4
16:12.3,-120.2,-114.7
16:12.9,-125.5,-102
16:14.2,-113.2,-109.9
16:14.4,-109.8,-97.4
16:14.4,-104.4,-106.5
16:14.7,-114.4,-113.4
16:15.1,-132.6,-108.4
16:15.2,-116.8,-110.8
16:15.4,-123.7,-100.7
16:15.5,-131.7,-115.9
16:15.8,-108.5,-100.3
16:17.3,-127.7,-111.9
16:18.0,-88.1,-86.6
16:18.8,-112.9,-98.6
16:19.0,-111.6,-110.5
16:19.2,-117.5,-115.7
16:19.9,-124.6,-110.3
16:20.8,-109.9,-109.6
16:21.2,-115.2,-99.4
16:21.3,-90.2,-90
16:21.5,-101.1,-93.5
16:22.5,-111.6,-111.5
16:23.7,-119.5,-101.5
16:23.8,-133.9,-110.2
16:23.9,-128.4,-113
16:23.9,-138.7,-122.7
16:24.0,-135.5,-111.4
16:24.7,-116.2,-100.5
16:24.9,-94.4,-93.8
16:25.0,-117.3,-99.1
16:25.2,-100.3,-99.3
16:25.3,-122.4,-113.8
16:25.4,-130,-114.7
16:25.5,-124.1,-109.1
16:26.2,-135.2,-113
16:26.4,-134.8,-122.7
16:27.1,-116.5,-99.1
16:28.0,-114.3,-99.5
16:30.1,-105,-105
16:30.4,-117.5,-99
16:30.5,-128.7,-99.2
16:30.9,-122.1,-102.4
16:31.0,-136.4,-121.1
16:31.3,-117.2,-99.6
16:32.6,-112.4,-109.8
16:32.8,-117,-112
16:32.9,-113.6,-97.7
16:33.0,-117.5,-110.5
16:33.6,-115.7,-99.5
16:35.0,-100.9,-93.1
16:35.5,-108.7,-105
16:36.4,-126.5,-115.3
16:36.6,-125.3,-97.6
16:36.7,-115.6,-99.2
16:36.8,-99.4,-99.2
16:36.9,-96.5,-95.7
16:37.0,-130.4,-118.3
16:38.0,-106.2,-104.8
16:39.2,-133.3,-110.4
16:39.9,-105.6,-104.5
16:40.1,-106.9,-106.9
16:40.2,-112.5,-108.7
16:40.3,-104.3,-104.5
16:41.9,-119.7,-115.9
16:42.2,-135.3,-117.3
16:42.6,-121.4,-99.4
16:42.7,-123.3,-98.6
16:42.8,-90.2,-89.9
16:43.9,-113.7,-99.7
16:44.3,-118,-116.6
16:44.4,-109.8,-99.2
16:44.5,-118.1,-99.9
16:45.3,-94.4,-93.1
16:46.1,-114.9,-91.8
16:47.5,-98.1,-99.8
16:47.7,-108,-103.1
16:48.2,-123.5,-104
16:49.2,-94.1,-91.9
16:49.3,-94,-91.9
16:50.4,-120.3,-99
16:50.5,-116.9,-99.5
16:50.6,-128.1,-99.5
16:51.1,-121.9,-100.1
16:51.2,-122.5,-100
16:53.2,-124.7,-93.4
16:54.4,-115.1,-99.7
16:54.5,-106.4,-93
16:55.4,-134.4,-120.5
16:56.0,-131.2,-104.5
16:56.0,-127.5,-104.5
16:56.7,-120.3,-96.8
16:57.0,-129.9,-99.8
16:57.1,-119.1,-103.5
16:57.1,-111.9,-108.1
16:59.0,-109.8,-102.6
16:59.1,-105.8,-104.1
16:59.2,-115.2,-107.8
17:00.0,-136.2,-123.1
17:00.4,-133.4,-117.9
17:00.5,-135.1,-118
17:01.3,-108.1,-105
17:02.4,-102.5,-97.3
17:03.2,-117.9,-107.6
17:03.2,-113.5,-105.8
17:03.3,-126,-104
17:03.7,-94.6,-94.6
17:03.8,-113.1,-98.7
17:03.9,-134.5,-122.9
17:04.3,-121.1,-115.6
17:04.8,-109.2,-104.8
17:06.5,-99.4,-96.2
17:07.3,-119.4,-105.7
17:07.9,-126.7,-106
17:09.2,-124.9,-103.5
17:09.3,-123.6,-103.2
17:09.3,-138.4,-122.3
17:10.1,-113.1,-112.2
17:11.4,-113.8,-87
17:11.7,-123.7,-100.6
17:12.3,-106,-85.4
17:12.3,-117.2,-97.2
