Time,SSS-RSRP,SSS-RePower
56:17.7,-111.9,-111.3
56:17.8,-118.9,-106.9
56:18.2,-118.5,-101.3
56:20.8,-116.6,-113.4
56:22.2,-133.7,-107.5
56:22.3,-114.8,-109.9
56:22.6,-118.4,-112.3
56:25.7,-112,-108.9
56:28.2,-118.5,-107.3
56:28.3,-93.7,-93.2
56:28.3,-131.8,-112.7
56:30.8,-120.1,-112.2
56:33.2,-112.8,-110.1
56:34.8,-121.9,-108.4
56:36.1,-109.4,-110.6
56:36.8,-117.7,-110.1
56:36.9,-127.1,-110.2
56:38.1,-123.4,-111.1
56:40.0,-113,-111.9
56:41.0,-112.4,-109.7
56:43.0,-127.5,-107.9
56:43.1,-116,-106
56:44.2,-125.9,-108.9
56:47.2,-106,-97.3
56:47.3,-107.9,-104.6
56:47.4,-122.5,-106.9
56:49.5,-103.7,-99.2
56:52.2,-136.3,-108.4
56:52.3,-130.2,-106.8
56:53.3,-123.5,-111.3
56:54.3,-113.2,-109.3
56:56.9,-113.5,-95.7
56:58.8,-135.6,-107.9
56:58.8,-132.3,-107.6
56:59.6,-111.9,-102.8
57:02.6,-113.7,-106
57:06.2,-106.4,-105.7
57:06.6,-116.8,-107.4
57:06.7,-115.2,-92.5
57:08.2,-106.9,-97.7
57:10.2,-118.3,-104.4
57:14.6,-110.6,-106.8
57:14.7,-88.9,-89.5
57:14.9,-114.7,-104
57:18.8,-104.7,-102.3
57:19.2,-97.7,-98.5
57:19.3,-104.5,-102.5
57:20.7,-104.1,-99
57:23.0,-119.1,-119.5
57:24.8,-117.3,-107.7
57:27.2,-115.5,-104.9
57:27.7,-131.2,-104.2
57:27.8,-109.9,-100.6
57:28.9,-111.3,-104.4
57:32.2,-105.2,-103.8
57:34.2,-134.8,-105.1
57:34.3,-122.4,-105
57:34.9,-118.5,-102
57:36.2,-109.8,-108.6
57:37.4,-99.1,-100.5
57:39.1,-121.6,-119.6
57:39.4,-136,-116.7
57:40.2,-125.1,-98.6
57:40.3,-111.6,-112.5
57:41.4,-108.4,-106.4
57:42.5,-130,-108
57:45.0,-112,-113.2
57:45.1,-134.6,-113.2
57:46.4,-130.6,-120.1
57:46.5,-135.8,-119.3
57:47.5,-129.2,-120.8
57:48.9,-103,-102.7
57:49.8,-103.1,-102.8
57:49.9,-128.8,-108.4
57:50.7,-129.2,-119.6
57:52.4,-119.6,-114.5
57:54.0,-108.4,-107.7
57:54.1,-121.4,-118.1
57:54.5,-114,-107.7
57:54.6,-114.2,-107.7
57:56.0,-116.8,-104.5
57:58.9,-125.3,-107.1
58:00.4,-134,-120
58:00.5,-133,-120.2
58:02.3,-120.8,-112.2
58:02.4,-97.1,-97.8
58:03.6,-112.5,-109.8
58:05.9,-128.4,-120.3
58:06.7,-129.3,-120.3
58:08.6,-130.5,-104.8
58:08.7,-114.8,-102.8
58:08.9,-104.5,-104.1
58:09.7,-130.6,-120.9
58:10.9,-110.1,-106.7
58:13.7,-106.9,-101.2
58:14.6,-115.3,-98.4
58:14.7,-109.3,-105.6
58:16.1,-108.1,-104.7
58:19.5,-99.2,-96.5
58:19.8,-110.1,-95.6
58:19.9,-133.8,-95.9
58:20.9,-129.9,-119.2
58:21.1,-124.2,-119.8
58:22.6,-127.8,-103.7
58:24.3,-122.6,-119.7
58:26.7,-100.6,-100.1
58:26.8,-122.7,-106.4
58:26.9,-106.3,-106.4
58:29.7,-109.5,-109.6
58:29.8,-139.8,-117.5
58:31.5,-87.5,-87.4
58:32.6,-109.1,-106.2
58:34.7,-122.1,-109.9
58:34.8,-125.3,-109.9
58:35.3,-120.1,-106.3
58:37.9,-138.6,-119
58:38.0,-138.7,-122.1
58:41.3,-102.3,-102.1
58:41.4,-102.2,-102.1
58:41.4,-110.5,-106.4
58:42.3,-123,-112.7
58:45.3,-121,-102.3
58:47.5,-124,-111.9
58:47.6,-111.3,-109.5
58:48.6,-130.3,-120.4
58:48.7,-119,-87.8
58:50.4,-119.5,-103.1
58:52.8,-128.5,-112.8
58:53.7,-98.4,-98.4
58:53.8,-119.6,-109.5
58:53.9,-123.7,-106.2
58:56.0,-122.8,-103.3
58:58.4,-88.7,-88.5
58:58.8,-136.4,-122.5
58:58.9,-136.9,-122.9
59:00.5,-127.5,-107.5
59:01.0,-122.7,-102.8
59:01.1,-123.9,-102.8
59:01.5,-98.3,-97.9
59:04.2,-127.9,-109.7
59:05.5,-137.9,-118.3
59:06.4,-122.9,-105.8
59:06.5,-123.2,-119.7
59:06.6,-122.8,-103.4
59:08.6,-127.2,-120
59:08.7,-112.7,-112.1
59:09.3,-134.9,-119.8
59:10.5,-109,-102.2
59:10.6,-125.3,-102.5
59:11.2,-124,-97.2
59:12.6,-120.6,-95.7
59:14.4,-106.4,-103.8
59:16.3,-108.1,-89.6
59:19.5,-106.3,-105.8
59:20.0,-106.8,-97.2
59:20.1,-102,-97.2
59:20.1,-96.5,-97.2
59:20.2,-135.1,-119.6
59:20.3,-137,-121.5
59:22.0,-132.3,-116.8
59:23.3,-101.1,-98.7
59:25.6,-116.6,-114.2
59:26.6,-135.9,-117.8
59:26.7,-93.6,-90.3
59:26.8,-113.4,-90.3
59:28.3,-103.1,-86.7
59:28.7,-138.1,-122.2
59:28.8,-138.7,-121.3
59:30.2,-125.6,-118.3
59:31.5,-95.1,-78.7
59:31.5,-103.4,-75.6
59:32.4,-69.2,-71.3
59:33.6,-81.6,-82.3
59:35.1,-136.2,-110.6
59:35.2,-106.5,-82.2
59:35.3,-133.2,-119.5
59:37.1,-103.4,-76.9
59:39.4,-76.5,-76.6
59:39.5,-95.4,-76.6
59:39.6,-83.3,-83.2
59:41.1,-86.2,-83.9
59:42.5,-76.2,-75.8
59:43.4,-137.4,-120.4
59:43.5,-125.9,-116.9
59:43.9,-94.1,-76.6
59:44.0,-86.1,-85.6
59:44.1,-103.5,-76.2
59:45.3,-105.7,-83.9
59:47.0,-93.8,-88.1
59:49.8,-93.5,-89.6
59:50.4,-137,-121
59:50.5,-119.1,-114.9
59:50.5,-126.2,-118.1
59:52.2,-97.3,-77.5
59:52.2,-71.6,-70.8
59:52.3,-95.1,-86.1
59:53.5,-84.5,-81.4
59:55.4,-133.3,-116.1
59:56.2,-95.1,-89.9
59:56.3,-96.6,-82.6
59:56.4,-96.5,-80.7
59:57.9,-139.5,-121.9
59:58.0,-136.3,-116.7
59:58.0,-129.1,-115.6
59:58.9,-113.6,-92.9
00:00.1,-115.1,-95.5
00:00.2,-97,-92
00:00.6,-117.8,-89.5
00:02.4,-109.7,-89
00:03.7,-105.7,-80.1
00:04.6,-109.4,-83.2
00:05.1,-92.7,-88.8
00:05.2,-84.7,-83.3
00:05.5,-130.2,-113.7
00:05.5,-118.8,-115.4
00:05.7,-132.2,-115.2
00:06.3,-103.1,-83.5
00:07.8,-98,-75.8
00:09.4,-95.7,-94.1
00:09.5,-98.8,-94.1
00:09.7,-84.6,-85.3
00:11.9,-119.5,-112.8
00:12.5,-119.7,-115.5
00:13.6,-128.5,-111.6
00:13.7,-125.2,-115.7
00:13.7,-126.6,-115.9
00:15.0,-100.6,-95
00:16.7,-92.7,-91.7
00:17.4,-98.3,-93.2
00:17.4,-111.4,-93.6
00:17.7,-104.8,-78
00:19.8,-131.4,-115.9
00:19.9,-135.3,-118.6
00:20.0,-133.4,-115.9
00:20.4,-124.7,-109.9
00:22.4,-105.7,-100.9
00:23.9,-105.6,-100.4
00:24.0,-98,-95.5
00:24.2,-109.4,-93.6
00:25.6,-114.7,-103.5
00:27.7,-119.6,-116.6
00:29.4,-113.7,-112.4
00:29.5,-108.8,-105.5
00:29.6,-121.5,-116.1
00:29.9,-130.7,-103
00:29.9,-115.5,-96.8
00:30.0,-121.5,-99.5
00:31.7,-120.2,-106.1
00:33.4,-125.4,-116.7
00:35.6,-121.9,-108.1
00:36.1,-132.9,-118.5
00:36.1,-132.8,-113.9
00:37.0,-113,-96.9
00:37.0,-121.1,-108.1
00:37.1,-125.3,-106.3
00:37.4,-110.8,-109.6
00:39.5,-126.7,-117.3
00:41.3,-106.5,-108.8
00:43.2,-110.9,-108.3
00:43.3,-122.8,-109.4
00:43.4,-122.3,-93.3
00:44.9,-119,-93.1
00:46.2,-112.2,-109.7
00:46.5,-119,-114.9
00:46.6,-132.8,-116.1
00:47.3,-111.8,-100.1
00:50.2,-109.4,-108
00:50.3,-109.3,-108
00:50.3,-110.8,-107.2
00:50.5,-121.2,-107.5
00:51.3,-122.5,-107.1
00:55.1,-119.9,-109.5
00:55.2,-98.5,-98.3
00:55.3,-121.7,-109.5
00:55.6,-120.3,-108.9
00:56.6,-124.9,-114.8
00:56.7,-127.5,-114.8
00:58.0,-129.9,-110.1
00:59.9,-120.8,-110
01:01.2,-92.3,-92.3
01:01.2,-109.1,-108.2
01:01.3,-92.3,-92.3
01:01.8,-125.2,-99.4
01:03.2,-116.5,-108.4
01:04.4,-129.5,-104.9
01:04.5,-119.6,-108.8
01:04.6,-132.3,-108
01:05.5,-118,-90.3
01:06.9,-112.5,-107.2
01:07.6,-119.8,-108.2
01:07.7,-122.6,-105.7
01:07.8,-119.8,-106
01:08.9,-104.5,-105.4
01:10.9,-118.1,-109.7
01:11.7,-118.5,-106.9
01:13.5,-128.3,-116.6
01:13.6,-120.4,-110
01:13.6,-124.9,-114.5
01:13.6,-127,-112.3
01:13.7,-130.7,-102.7
01:13.7,-112.1,-110
01:14.3,-93.3,-95.5
01:15.9,-92,-90.7
01:17.2,-114.6,-107.3
01:17.3,-125,-109.1
01:17.4,-123.2,-109.6
01:18.6,-109.2,-103.2
01:18.7,-102.5,-102
01:18.7,-123.5,-104.2
01:19.6,-120,-106.8
01:23.1,-129.1,-103.8
01:24.5,-104.2,-104.2
01:27.0,-106,-100.8
01:27.0,-122.3,-106.2
01:27.1,-130.3,-100.9
01:27.1,-119.5,-111.6
01:29.8,-128.6,-111.2
01:31.5,-130.5,-109.1
01:31.5,-124.8,-93.1
01:31.6,-112.5,-101.4
01:32.0,-124.6,-111.4
01:32.1,-116.3,-111.5
01:32.2,-92.6,-93.1
01:32.2,-129.6,-112.7
01:32.9,-114.5,-110
01:33.5,-126.5,-121.5
01:34.9,-130.9,-120.5
01:37.2,-131.5,-121.6
01:39.2,-122.8,-120.4
01:40.3,-106.2,-99.8
01:40.3,-128.1,-103
01:40.4,-120.4,-100.8
01:40.5,-126.3,-103.3
01:40.8,-114.9,-109.5
01:40.8,-100.7,-101
01:40.9,-124.9,-109.6
01:40.9,-130.7,-108.4
01:41.1,-137.1,-124.2
01:41.3,-110.4,-109.9
01:42.3,-137,-122.1
01:44.1,-95.7,-95
01:45.3,-116.3,-114.3
01:45.4,-136.5,-114.1
01:45.4,-128.2,-105.4
01:45.5,-126.6,-100.9
01:46.1,-117.4,-95.3
01:47.7,-118.9,-111.3
01:48.9,-127.1,-100.5
01:49.7,-109.8,-105.3
01:50.6,-112.4,-111.4
01:50.7,-112.7,-104
01:50.7,-126.9,-104.8
01:50.7,-127.6,-106.6
01:50.8,-124.4,-96.3
01:52.6,-110.3,-106
01:52.7,-95.8,-95.5
01:52.7,-128.2,-109.6
01:52.8,-135.9,-112.1
01:52.9,-117.5,-94.7
01:53.7,-136.1,-115
01:55.7,-113.7,-111.6
01:56.4,-119.7,-113.1
01:56.5,-131.2,-113.3
01:58.0,-130.5,-109.8
01:59.1,-113.3,-111.3
01:59.1,-131,-108.3
01:59.2,-132.3,-113.6
01:59.3,-121.1,-112.5
01:59.3,-126.8,-112.5
01:59.3,-124.7,-108.4
01:59.4,-123.3,-112
01:59.4,-97.5,-98
02:00.7,-129.1,-116.4
02:01.7,-127.2,-110.9
02:04.4,-115,-113
02:05.7,-109.6,-107.8
02:05.8,-125.3,-101.7
02:05.8,-123.2,-113.8
02:05.9,-114,-110.8
02:07.9,-128.7,-110.6
02:09.8,-124.4,-110.1
02:09.8,-131.7,-111.6
02:09.9,-135,-115.6
02:09.9,-135.8,-111.6
02:11.0,-131.3,-109.6
02:11.1,-106.1,-104.6
02:11.1,-127.5,-99.6
02:11.2,-114.7,-112.3
02:11.7,-116.7,-105.3
02:14.2,-105.1,-100.1
02:15.5,-111.7,-107.9
02:17.6,-110,-104.3
02:18.2,-121,-106.9
02:18.2,-123.7,-106.7
02:18.3,-122.9,-100.5
02:18.4,-118.9,-106.6
02:20.6,-126.3,-110.3
02:20.7,-135.7,-121.1
02:21.7,-119.1,-105.7
02:23.8,-130.4,-98.8
02:23.8,-105.8,-106.1
02:23.9,-130,-103.7
02:23.9,-119.7,-107.7
02:24.0,-111,-106.4
02:26.8,-129.1,-104.4
02:28.5,-114.1,-109.8
02:29.2,-135.5,-120.6
02:30.0,-107.1,-106.1
02:30.0,-122.9,-106.1
02:30.1,-120.8,-105.5
02:30.3,-117.9,-107
02:31.8,-135.7,-117.8
02:31.8,-135.8,-117.6
02:31.9,-122.9,-118.6
02:32.3,-107.3,-108.3
02:34.5,-119.9,-117.8
02:36.8,-107.7,-106.9
02:36.8,-122.5,-97.4
02:36.9,-105.5,-102.5
02:37.4,-112.6,-106.6
02:38.0,-125.1,-110.8
02:39.1,-107.5,-102.4
02:41.8,-125,-97.1
02:43.9,-106.7,-104.6
02:43.9,-127.1,-107.7
02:44.0,-108.3,-107.4
02:44.0,-123.9,-105.8
02:44.1,-113.3,-107.6
02:44.1,-116.8,-107.4
02:46.2,-124.8,-111.7
02:49.1,-113.6,-106
02:52.5,-107.6,-98.6
02:53.5,-132.5,-120
02:53.6,-134.1,-118.4
02:54.7,-107.1,-98.4
02:54.8,-124.1,-107.2
02:55.7,-106.2,-97.4
02:56.7,-126.6,-112.6
02:58.3,-129.3,-115.6
03:02.6,-128.7,-113.5
03:04.3,-103.1,-101.8
03:04.4,-123.7,-109
03:05.6,-136.9,-119.5
03:05.7,-134.6,-119.5
03:05.8,-124.9,-116.7
03:08.0,-116.6,-109.6
03:12.8,-126.3,-113.4
03:13.1,-136.7,-117.9
03:13.1,-128.5,-117.9
03:13.2,-136,-119.5
03:14.4,-132.3,-119.9
03:15.0,-122.1,-105.6
03:15.1,-113.8,-107.2
03:17.5,-117.8,-110.6
03:23.5,-90,-89.4
03:23.6,-121.9,-100
03:23.7,-100.3,-100.2
03:25.4,-133.9,-120.1
03:25.6,-139.6,-120.4
03:27.8,-126.9,-118.7
03:32.0,-103,-81.2
03:32.0,-114.7,-89.4
03:32.8,-109.8,-108
03:36.6,-132.6,-119.2
03:36.7,-124.3,-117.1
03:38.4,-100.9,-84.6
03:44.0,-134.4,-120
03:44.1,-131.7,-120
03:45.7,-117.2,-116.8
03:48.9,-81,-80.5
03:49.0,-96.5,-84.9
03:49.6,-90.4,-90.3
03:53.4,-136.6,-120.2
03:53.5,-133,-117.7
03:57.3,-126.5,-113.4
04:01.0,-111.5,-100.7
04:01.1,-96.4,-97.4
04:01.2,-91.2,-91.4
04:04.1,-121,-113.4
04:05.6,-121.1,-114.4
04:12.3,-85.4,-86.4
04:15.8,-107.8,-97.6
04:15.9,-126.7,-99.7
04:17.2,-130.7,-116.9
04:19.5,-84.4,-84.4
04:20.3,-128.7,-114.4
04:26.2,-130.8,-117.7
04:28.5,-131.8,-103.8
04:28.6,-118.5,-107.6
04:28.7,-111.9,-104.4
04:32.3,-102.9,-103.2
04:35.5,-115.4,-112.7
04:39.1,-119.6,-94.9
04:39.2,-102.9,-102.8
04:39.2,-123.6,-105.3
04:42.3,-98.9,-98.3
04:44.3,-127.3,-113.4
04:47.7,-123.3,-112.5
04:48.1,-138.1,-108.9
04:48.2,-120.4,-108.4
04:50.8,-117.2,-112.9
04:54.5,-113,-110.5
04:57.1,-129.6,-118.4
04:58.8,-119.6,-108.8
04:58.9,-95.6,-95.1
04:59.4,-125.3,-112.8
05:02.9,-103.4,-103
05:10.3,-118.7,-112.3
05:10.4,-133.6,-119.5
05:17.3,-123.8,-113.9
05:20.4,-131.5,-116.4
05:22.9,-123,-116.9
05:31.0,-134.2,-118.7
05:31.1,-134.3,-116.6
05:32.6,-123.5,-105.8
05:38.9,-130.5,-115.2
05:39.0,-116.5,-115.8
05:42.1,-130.6,-119
05:45.4,-114.2,-102.1
05:53.8,-128.9,-112.8
05:53.9,-125.2,-115.7
05:54.0,-134.8,-118.7
05:54.8,-119.9,-104.8
05:54.9,-116.6,-101.2
05:58.7,-116.1,-105.7
06:01.7,-124.3,-118.5
06:01.8,-128.6,-115.6
06:03.0,-109.1,-96.6
06:05.6,-107.5,-90.2
06:05.8,-121.5,-104.7
06:08.0,-87.3,-88.3
06:10.9,-116.4,-101.8
06:13.0,-111.5,-105.4
06:13.3,-115.6,-113.5
06:13.4,-137.1,-116.6
06:14.9,-117.8,-116.6
06:16.0,-114.6,-107.8
06:16.0,-108,-101.9
06:16.1,-117.1,-107.8
06:18.1,-92.7,-80.3
06:24.2,-129.3,-111.5
06:26.3,-124.6,-118.5
06:26.4,-134.6,-116
06:26.9,-107.4,-104.5
06:27.0,-125,-101.4
06:27.8,-119.9,-104.7
06:34.7,-96,-97.9
06:36.2,-128.3,-102.6
06:36.3,-123.6,-118.4
06:38.4,-116.2,-104.3
06:38.8,-126.4,-111.3
06:38.9,-116.7,-110.2
06:41.3,-126.2,-112.3
06:43.1,-123.2,-110.5
06:46.9,-134.5,-120.9
06:48.2,-125.4,-119.4
06:48.3,-122.9,-114.9
06:50.9,-124.7,-108.5
06:51.0,-124.8,-111.1
06:51.6,-118.4,-108.8
06:54.2,-126,-109.9
06:58.9,-123.7,-112.2
07:01.4,-121.6,-120.2
07:02.4,-134,-119.4
07:02.7,-122,-112
07:03.3,-119.3,-115.9
07:10.9,-125.7,-112.8
07:14.1,-115.2,-104.1
07:14.2,-123.4,-107.4
07:16.7,-121.8,-113.3
07:16.8,-128.4,-112.5
07:17.0,-127.3,-112.6
07:20.4,-124.3,-111.8
07:23.3,-117.3,-112.4
07:26.3,-109.3,-107.3
07:26.4,-105.6,-104.8
07:26.5,-125.2,-113.1
07:29.1,-128.9,-113.2
07:30.1,-127.5,-112.6
07:30.1,-117.5,-112.5
07:30.3,-134.1,-122.3
07:34.9,-124,-113.5
07:38.9,-124.3,-113.8
07:39.7,-120.2,-106.6
07:39.8,-115.6,-106.6
07:40.2,-129,-112
07:41.6,-121.5,-113.2
07:41.7,-125.1,-113.4
07:42.7,-135.3,-122
07:44.0,-129.8,-114.5
07:47.6,-127.5,-112.2
07:49.9,-116.9,-106.2
07:50.6,-111.8,-110.1
07:50.6,-115.1,-105.6
07:51.1,-128.6,-113.9
07:52.7,-126.4,-111.5
07:52.7,-130.1,-111.3
07:52.8,-129.1,-112.8
07:53.7,-135.5,-118.8
07:56.6,-136.9,-122.1
08:01.1,-113.3,-108.9
08:02.7,-126,-114.5
08:02.8,-127,-114.5
08:03.6,-124.9,-113
08:06.2,-107.2,-108.4
08:06.3,-131.6,-112.6
08:08.8,-121.4,-111.8
08:11.6,-133.9,-116.6
08:11.7,-129.8,-113
08:11.7,-128.8,-113
08:14.4,-132.3,-121.8
08:17.5,-132.5,-118.2
08:17.7,-117.5,-116
08:21.3,-129.7,-115.8
08:21.5,-133.2,-112.8
08:26.7,-135.2,-119.5
08:26.9,-128.5,-119.5
08:29.0,-134.4,-122.1
08:29.3,-108.7,-105.8
08:32.5,-131.6,-122.1
08:33.4,-128.6,-117
08:36.4,-134.6,-118.8
08:39.7,-112.3,-107.6
08:43.3,-124.3,-114.8
08:43.4,-125.4,-114.8
08:43.5,-126.3,-114.7
08:43.7,-128.1,-119.4
08:47.2,-113.2,-110.1
08:49.3,-101.2,-100.9
08:49.9,-123.4,-113.9
08:54.4,-131.4,-117.9
08:54.6,-128.8,-114.4
08:54.7,-131.7,-114.4
08:56.8,-118.9,-114.6
08:59.8,-115.3,-95.4
08:59.9,-111.3,-108.2
09:06.0,-132.9,-118.7
09:07.8,-127.6,-118.1
09:07.9,-126.7,-118.1
09:08.9,-103.9,-103.3
09:09.0,-127.5,-106.9
09:14.8,-122.3,-102.9
09:14.9,-119,-110.6
09:18.4,-119.3,-112.6
09:18.5,-123.7,-115.1
09:23.4,-115.7,-108.2
09:23.6,-124.7,-106.5
09:23.7,-121,-108
09:28.4,-124.2,-114.2
09:28.5,-133.2,-115.6
09:31.6,-112.5,-108.7
09:32.8,-106.3,-106.8
09:32.9,-110.3,-106.8
09:36.3,-131.8,-120.2
09:36.5,-135.7,-118.3
09:39.6,-122.6,-103.7
09:40.5,-122.4,-107.7
09:40.6,-106.3,-106.7
09:44.5,-109.9,-109
09:47.7,-119.3,-110.4
09:47.8,-101.4,-103.7
09:48.4,-121.7,-117.5
09:49.1,-124.3,-118.6
09:49.5,-135.1,-120.1
09:52.6,-110.4,-108.9
09:55.3,-124.5,-117.7
09:55.4,-132.6,-113.2
09:55.8,-128.4,-109.4
09:57.5,-112.3,-110.1
09:57.6,-117.1,-110.1
09:59.3,-131.1,-118.8
10:02.4,-105.3,-103.6
10:04.9,-97.3,-97.6
10:05.0,-98,-97.6
10:05.2,-129.4,-110.2
10:06.7,-134.5,-118.5
10:06.8,-123.2,-117.1
10:09.8,-114,-110
10:12.3,-133.9,-119.9
10:16.4,-134.7,-118.4
10:16.6,-114.6,-112.2
10:17.9,-106.3,-105
10:18.0,-111,-105
10:18.3,-128.3,-108.2
10:20.8,-132.6,-118.2
10:24.4,-112.8,-101.1
10:27.0,-101.9,-97.1
10:27.1,-92.7,-93.4
10:27.6,-124.8,-117.8
10:27.8,-133.6,-116.1
10:29.8,-109.9,-105.3
10:33.2,-121.2,-116.5
10:33.7,-105.4,-105.8
10:33.8,-106.8,-103.7
10:35.3,-111.3,-102.3
10:36.1,-134.7,-114.9
10:37.8,-127.9,-118.6
10:40.7,-98.2,-88.6
10:43.7,-120,-100.3
10:43.7,-102.2,-100.7
10:44.7,-113.6,-101
10:45.1,-139.1,-120.3
10:45.8,-90.3,-88.3
10:48.7,-135.1,-119.6
10:51.1,-113.3,-93.1
10:51.2,-102.5,-95.6
10:51.3,-122.3,-97.1
10:53.2,-106.9,-89.8
10:55.4,-130.3,-119.2
10:55.6,-134.7,-112.4
10:56.7,-103.7,-81.4
10:56.8,-115.6,-97.4
10:56.9,-101.1,-95.1
10:58.6,-131.8,-118.1
11:02.0,-131.4,-117.9
11:04.6,-133.3,-119.9
11:04.8,-135.7,-117.4
11:05.7,-103.7,-81.2
11:05.7,-98.8,-75.8
11:05.8,-94,-90.5
11:07.2,-131.7,-121.5
11:08.8,-73.3,-73.8
11:09.8,-93.7,-90.5
11:13.2,-97.1,-89.2
11:14.4,-133.8,-119.9
11:14.5,-126,-118
11:15.9,-111.3,-83.4
11:16.0,-101,-87
11:16.1,-90.1,-87.5
11:20.4,-129.9,-121.3
11:21.5,-90,-84
11:22.7,-83.7,-85.5
11:22.8,-95.1,-90.3
11:22.8,-110.5,-91.3
11:23.1,-113.2,-111.2
11:23.2,-127.7,-116.4
11:25.0,-124.3,-117.6
11:27.8,-84.5,-85.4
11:29.0,-104.3,-86.9
11:29.5,-69.1,-70.7
11:29.6,-76.9,-76.6
11:30.8,-125.2,-114.8
11:31.7,-127.1,-121.4
11:33.4,-127.8,-119.3
11:34.7,-90.4,-88.8
11:34.8,-94,-88.8
11:35.0,-84.2,-86.5
11:35.1,-129,-118
11:35.5,-118.6,-115.1
11:37.1,-86.4,-87.4
11:38.7,-103.5,-91.2
11:40.7,-106.5,-93.2
11:41.2,-93,-86.4
11:41.3,-125.4,-91.1
11:41.9,-125.6,-119.7
11:42.3,-115.9,-113.4
11:42.4,-98.6,-91.3
11:44.5,-112.9,-93.3
11:45.2,-110.4,-90.1
11:45.3,-109.3,-86.7
11:46.2,-112,-93.2
11:49.2,-118.5,-116.1
11:49.6,-131.9,-103.5
11:49.7,-103.3,-100.7
11:50.2,-133.1,-116.1
11:51.9,-128.3,-91.2
11:52.7,-112.1,-109.9
11:52.8,-114.9,-109.9
11:53.8,-110.7,-110.7
11:55.5,-118.2,-105.1
11:55.6,-120.6,-105.7
11:56.2,-128,-108
11:58.3,-129.6,-116.4
12:00.7,-105.2,-96.2
12:00.8,-115.2,-96.2
12:00.9,-100.2,-100.1
12:02.1,-134.4,-119.2
12:03.5,-133.1,-117
12:03.6,-135.3,-117
12:03.7,-125,-117.4
12:04.4,-132.7,-120.2
12:06.8,-109.8,-108.1
12:09.8,-123.4,-118.6
12:10.1,-114.8,-108
12:10.2,-121.3,-108
12:10.8,-122,-101
12:12.2,-124.2,-117.2
12:12.9,-132.9,-119.2
12:18.0,-123.4,-116.8
12:21.2,-127.3,-116.9
12:21.3,-117.1,-109.3
12:21.7,-108.5,-106.6
12:21.8,-125.2,-108
12:22.5,-131.2,-116.6
12:28.2,-114.7,-109.7
12:29.8,-110.3,-109.1
12:29.9,-124,-109.1
12:30.0,-115.6,-110.4
12:31.8,-131.8,-118.7
12:31.9,-115.2,-114.6
12:35.9,-136,-119.7
12:38.8,-106.7,-101.4
12:38.9,-125.3,-107.6
12:39.0,-102.9,-103
12:40.6,-121.2,-116.7
12:40.7,-135.1,-119.1
12:40.8,-128,-116.4
12:45.1,-120.8,-116.5
12:47.8,-114.8,-101.4
12:47.8,-103.3,-101.7
12:47.9,-129.2,-107.6
12:48.5,-131.7,-119
12:48.7,-113.9,-108.9
12:50.1,-127.8,-109.1
12:54.7,-132.1,-117.8
12:55.4,-120,-106.1
12:55.4,-109.7,-99.2
12:55.5,-106.5,-102.3
12:56.6,-134.1,-119.1
12:56.7,-132.8,-119.1
12:57.4,-124.9,-118.8
13:02.4,-114.8,-112.7
13:03.6,-103.9,-104.8
13:03.7,-113.5,-108
13:03.8,-118.2,-85.4
13:05.0,-121.2,-116.6
13:05.1,-133.7,-119.3
13:06.3,-119.3,-116
13:10.8,-107,-104.3
13:10.8,-103.8,-102.5
13:10.9,-127.5,-95.9
13:11.1,-131.9,-117
13:14.6,-136.6,-120.2
13:14.7,-138.5,-119.6
13:14.8,-131.6,-119.6
13:18.6,-117.5,-114.9
13:19.6,-96.3,-95
13:19.7,-121.9,-95
13:20.4,-132.5,-118.2
13:22.3,-131.1,-119.1
13:22.4,-117.4,-115.5
13:23.3,-113.5,-110.9
13:25.7,-123.2,-117
13:29.1,-113.4,-102.7
13:29.2,-108.9,-105
13:29.3,-123.4,-104.9
13:32.6,-131.8,-120.2
13:32.7,-135.4,-120.2
13:32.8,-116.7,-109
13:40.1,-104.8,-94.7
13:40.2,-91,-90.9
13:51.8,-124.6,-89.1
13:51.9,-111,-101.7
13:52.0,-125.1,-101.2
14:01.3,-106.1,-102.4
14:01.4,-106.7,-102.4
14:12.3,-103.3,-91.1
14:12.4,-108.6,-93.3
14:22.1,-77.6,-77.6
14:22.2,-91.1,-79.5
14:22.3,-92,-80.7
14:32.0,-74.3,-74.3
14:32.1,-97.3,-79.3
14:40.4,-75.6,-75.3
14:40.5,-91.5,-85.8
14:48.6,-105.2,-72.3
14:48.7,-72.3,-72.3
14:48.8,-88.6,-75.6
14:57.6,-98,-78.5
14:57.7,-73,-72.5
15:07.6,-90.6,-89.9
15:07.7,-121.2,-81.7
15:14.4,-98.1,-96
15:14.5,-118.1,-97
15:21.7,-112.2,-103.1
15:21.8,-84.6,-86.6
15:29.4,-106.5,-103.9
15:29.5,-110.4,-103
15:29.6,-113.9,-103.9
15:39.1,-109.7,-102.4
15:39.2,-128.3,-101.7
15:49.2,-111.5,-105.1
15:49.3,-123.7,-99.1
15:58.6,-103.8,-104.2
15:58.7,-118.7,-95.3
16:06.9,-95,-95.3
16:07.0,-125.9,-109.9
16:07.1,-126.7,-110.7
18:23.4,-127.1,-120.8
18:30.8,-117.4,-116
18:39.3,-121.2,-118.6
18:41.1,-130.2,-119.5
18:48.1,-129.7,-117.3
18:50.9,-116.9,-114.7
18:51.4,-123.9,-113.8
